"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","MainWindowHandle","MainWindowTitle","Responding","ProcessName","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","Site","Container"
"","488","0","0","0","0","0","/System/Library/PrivateFrameworks/StreamingZip.framework/Versions/A/XPCServices/com.apple.StreamingUnzipService.xpc/Contents/MacOS/com.apple.StreamingUnzipService","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7288","0",,"False",,,"488",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"488",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (com.apple.StreamingUnzipService)","0","","True","",,,,,
"","490","0","0","0","0","0","/System/Library/PrivateFrameworks/AmbientDisplay.framework/Versions/A/XPCServices/com.apple.AmbientDisplayAgent.xpc/Contents/MacOS/com.apple.AmbientDisplayAgent","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5880","0",,"False",,,"490",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"490",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (com.apple.AmbientDisplayAgent)","0","","True","",,,,,
"","158","0","0","0","0","0","/usr/sbin/httpd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7488","0",,"False",,,"515",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"158",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (httpd)","0","","True","",,,,,
"","539","0","0","0","0","0","/System/Library/PrivateFrameworks/RemoteManagement.framework/remotemanagementd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2272","0",,"False",,,"539",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"539",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (remotemanagementd)","0","","True","",,,,,
"","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2972","0",,"False",,,"547",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","",,,,,
"","557","0","0","0","0","0","/usr/libexec/rtcreportingd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4408","0",,"False",,,"557",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"557",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (rtcreportingd)","0","","True","",,,,,
"","562","0","0","0","0","0","/usr/libexec/memoryanalyticsd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7952","0",,"False",,,"562",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"562",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (memoryanalyticsd)","0","","True","",,,,,
"","563","0","0","0","0","0","/usr/libexec/online-authd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1176","0",,"False",,,"563",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"563",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (online-authd)","0","","True","",,,,,
"","564","0","0","0","0","0","/System/Library/CoreServices/iconservicesagent","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7652","0",,"False",,,"564",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"564",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (iconservicesagent)","0","","True","",,,,,
"","575","0","0","0","0","0","/usr/libexec/securityd_service","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3348","0",,"False",,,"575",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"575",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (securityd_service)","0","","True","",,,,,
"","579","0","0","0","0","0","/usr/libexec/gamecontrollerd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3120","0",,"False",,,"579",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"579",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (gamecontrollerd)","0","","True","",,,,,
"","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7260","0",,"False",,,"593",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","",,,,,
"","605","0","0","0","0","0","/usr/libexec/nearbyd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7484","0",,"False",,,"605",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"605",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (nearbyd)","0","","True","",,,,,
"","608","0","0","0","0","0","/System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6028","0",,"False",,,"608",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"608",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (VTDecoderXPCService)","0","","True","",,,,,
"","613","0","0","0","0","0","/usr/sbin/filecoordinationd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3820","0",,"False",,,"613",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"613",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (filecoordinationd)","0","","True","",,,,,
"","616","0","0","0","0","0","/usr/sbin/WirelessRadioManagerd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6352","0",,"False",,,"616",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"616",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (WirelessRadioManagerd)","0","","True","",,,,,
"","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5260","0",,"False",,,"639",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","",,,,,
"","641","0","0","0","0","0","/System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6340","0",,"False",,,"641",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"641",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (AppSSODaemon)","0","","True","",,,,,
"","676","0","0","0","0","0","/usr/libexec/wifivelocityd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8192","0",,"False",,,"676",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"676",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (wifivelocityd)","0","","True","",,,,,
"","694","0","0","0","0","0","/System/Library/CoreServices/Applications/Feedback Assistant.app/Contents/Library/LaunchServices/fbahelperd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7868","0",,"False",,,"694",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"694",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (fbahelperd)","0","","True","",,,,,
"","706","0","0","0","0","0","/System/Library/CoreServices/CrashReporterSupportHelper","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","240","0",,"False",,,"706",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"706",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (CrashReporterSupportHelper)","0","","True","",,,,,
"","734","0","0","0","0","0","/usr/sbin/spindump","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4852","0",,"False",,,"734",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"734",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (spindump)","0","","True","",,,,,
"","740","0","0","0","0","0","/usr/libexec/automountd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2680","0",,"False",,,"740",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"740",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (automountd)","0","","True","",,,,,
"","770","0","0","0","0","0","/System/Library/PrivateFrameworks/PackageKit.framework/Versions/A/Resources/installd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7936","0",,"False",,,"770",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"770",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (installd)","0","","True","",,,,,
"","771","0","0","0","0","0","/usr/libexec/aned","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4664","0",,"False",,,"771",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"771",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (aned)","0","","True","",,,,,
"","773","0","0","0","0","0","/System/Library/PrivateFrameworks/PackageKit.framework/Versions/A/Resources/system_installd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1936","0",,"False",,,"773",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"773",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (system_installd)","0","","True","",,,,,
"","774","0","0","0","0","0","/System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5044","0",,"False",,,"774",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"774",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (cloudd)","0","","True","",,,,,
"","776","0","0","0","0","0","/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7012","0",,"False",,,"776",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"776",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (CVMServer)","0","","True","",,,,,
"","794","0","0","0","0","0","/System/Library/PrivateFrameworks/AppStoreDaemon.framework/Versions/A/XPCServices/com.apple.AppStoreDaemon.StorePrivilegedTaskService.xpc/Contents/MacOS/com.apple.AppStoreDaemon.StorePrivilegedTaskService","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2512","0",,"False",,,"794",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"794",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (com.apple.AppStoreDaemon.StorePrivilegedTaskService)","0","","True","",,,,,
"","837","0","0","0","0","0","/System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XProtectBehaviorService.xpc/Contents/MacOS/XProtectBehaviorService","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7904","0",,"False",,,"837",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"837",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (XProtectBehaviorService)","0","","True","",,,,,
"","840","0","0","0","0","0","/usr/libexec/taskgated","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2300","0",,"False",,,"840",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"840",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (taskgated)","0","","True","",,,,,
"","952","0","0","0","0","0","/usr/libexec/misagent","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4704","0",,"False",,,"952",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"952",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (misagent)","0","","True","",,,,,
"","1","0","0","0","0","0","/usr/sbin/distnoted","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4032","0",,"False",,,"2004",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (distnoted)","0","","True","",,,,,
"","2349","0","0","0","0","0","/System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7512","0",,"False",,,"2349",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"2349",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (XprotectService)","0","","True","",,,,,
"","2573","0","0","0","0","0","/System/Library/Frameworks/AudioToolbox.framework/XPCServices/CAReportingService.xpc/Contents/MacOS/CAReportingService","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5272","0",,"False",,,"2573",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"2573",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (CAReportingService)","0","","True","",,,,,
"","2880","0","0","0","0","0","/Applications/OneDrive.app/Contents/StandaloneUpdaterDaemon.xpc/Contents/MacOS/StandaloneUpdaterDaemon","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4480","0",,"False",,,"2880",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"2880",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (StandaloneUpdaterDaemon)","0","","True","",,,,,
"","3327","0","0","0","0","0","/System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4284","0",,"False",,,"3327",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"3327",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (fairplayd)","0","","True","",,,,,
"","3537","0","0","0","0","0","/System/Library/PrivateFrameworks/InstallerDiagnostics.framework/Versions/A/Resources/installerdiagd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","12","0",,"False",,,"3537",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"3537",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (installerdiagd)","0","","True","",,,,,
"","1","0","0","0","0","0","/usr/libexec/trustd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","728","0",,"False",,,"4176",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (trustd)","0","","True","",,,,,
"","1","0","0","0","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7704","0",,"False",,,"4178",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Idle","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (mdbulkimport)","0","","True","",,,,,
"","1","0","0","0","0","0","/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6524","0",,"False",,,"4203",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (mdworker)","0","","True","",,,,,
"","1","0","0","0","0","0","/usr/libexec/containermanagerd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4172","0",,"False",,,"4225",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (containermanagerd)","0","","True","",,,,,
"","5219","0","0","0","0","0","/usr/libexec/ASPCarryLog","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6856","0",,"False",,,"5219",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"5219",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (ASPCarryLog)","0","","True","",,,,,
"","5464","0","0","0","0","0","/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4988","0",,"False",,,"5464",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"5464",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (MTLCompilerService)","0","","True","",,,,,
"","5465","0","0","0","0","0","/System/Library/PrivateFrameworks/CoreLSKD.framework/Versions/A/lskdd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4348","0",,"False",,,"5465",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"5465",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (lskdd)","0","","True","",,,,,
"","6771","0","0","0","0","0","/usr/libexec/powerdatad","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5920","0",,"False",,,"6771",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"6771",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (powerdatad)","0","","True","",,,,,
"","9204","0","0","0","0","0","/Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5332","0",,"False",,,"9204",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"9204",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (XProtect)","0","","True","",,,,,
"","1","0","0","0","0","0","/System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7856","0",,"False",,,"9373",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"1",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (com.apple.geod)","0","","True","",,,,,
"","12472","0","0","0","0","0","/usr/libexec/tzd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4660","0",,"False",,,"12472",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"12472",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (tzd)","0","","True","",,,,,
"","21709","0","0","0","0","0","/usr/sbin/bluetoothd","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","716","0",,"False",,,"21709",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"21709",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (bluetoothd)","0","","True","",,,,,
"","21732","0","0","0","0","0","/System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","40","0",,"False",,,"21732",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"21732",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (IOUserBluetoothSerialDriver)","0","","True","",,,,,
"","21733","0","0","0","0","0","/System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6708","0",,"False",,,"21733",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"21733",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (IOUserBluetoothSerialDriver)","0","","True","",,,,,
"","25245","0","0","0","0","0","/usr/libexec/dirhelper","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5168","0",,"False",,,"25245",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"25245",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (dirhelper)","0","","True","",,,,,
"","25381","0","0","0","0","0","/usr/libexec/griddatad","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6892","0",,"False",,,"25381",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"25381",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (griddatad)","0","","True","",,,,,
"","25382","0","0","0","0","0","/usr/libexec/ospredictiond","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5196","0",,"False",,,"25382",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"25382",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (ospredictiond)","0","","True","",,,,,
"","25778","0","0","0","0","0","/usr/bin/sysdiagnose","",,,,,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5584","0",,"False",,,"25778",".",,,"System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0",,"25778",,"System.Diagnostics.ProcessThreadCollection","0","0","0","False",,,,"0","0",,"System.Diagnostics.ProcessModule (sysdiagnose)","0","","True","",,,,,
